score_type,parent_region_id,permutation_index,null_estimate,permutation_seed
absolute_loading,477,0,-0.026308030520741224,1051
absolute_loading,477,1,0.01336393515429466,1051
absolute_loading,477,2,0.03711331252627788,1051
absolute_loading,477,3,-0.03368992329237967,1051
absolute_loading,477,4,-0.027334678656252318,1051
absolute_loading,477,5,-0.09166465323317151,1051
absolute_loading,477,6,0.005549682020862692,1051
absolute_loading,477,7,-0.029269412032393614,1051
absolute_loading,477,8,0.006487252576693663,1051
absolute_loading,477,9,-0.002854282676375666,1051
absolute_loading,477,10,0.012905948952727926,1051
absolute_loading,477,11,-0.002926082916730473,1051
absolute_loading,477,12,-0.005332794009672333,1051
absolute_loading,477,13,-0.023089438765637127,1051
absolute_loading,477,14,-0.016985740042373063,1051
absolute_loading,477,15,-0.05891094595959645,1051
absolute_loading,477,16,-0.0504348311661043,1051
absolute_loading,477,17,0.006293757505053773,1051
absolute_loading,477,18,0.00312199844687194,1051
absolute_loading,477,19,0.014341236071052942,1051
absolute_loading,477,20,-0.012532103039645278,1051
absolute_loading,477,21,-0.0010900658297699863,1051
absolute_loading,477,22,0.08126471214845149,1051
absolute_loading,477,23,0.012180790097121837,1051
absolute_loading,477,24,-0.021182899883624325,1051
absolute_loading,477,25,-0.016468881148308478,1051
absolute_loading,477,26,0.020046549730322164,1051
absolute_loading,477,27,-0.03186243383224711,1051
absolute_loading,477,28,-0.03171528573175204,1051
absolute_loading,477,29,-0.011628299371656008,1051
absolute_loading,477,30,0.040744196887364,1051
absolute_loading,477,31,0.07073632539918435,1051
absolute_loading,477,32,-0.051680698841114266,1051
absolute_loading,477,33,-0.05180507603020565,1051
absolute_loading,477,34,0.005673906922747241,1051
absolute_loading,477,35,0.03782598814898972,1051
absolute_loading,477,36,-0.0006973348459430265,1051
absolute_loading,477,37,-0.0008763468060271176,1051
absolute_loading,477,38,-0.012412545008319164,1051
absolute_loading,477,39,0.015840589716236666,1051
absolute_loading,477,40,-0.07989465288779832,1051
absolute_loading,477,41,0.014448037304378292,1051
absolute_loading,477,42,-0.0345724014677061,1051
absolute_loading,477,43,-0.026184304181402687,1051
absolute_loading,477,44,0.008826299287899082,1051
absolute_loading,477,45,-0.01842371741792652,1051
absolute_loading,477,46,0.02370829310866288,1051
absolute_loading,477,47,-0.01099480688350204,1051
absolute_loading,477,48,0.020381370509080676,1051
absolute_loading,477,49,0.03401455452988027,1051
absolute_loading,477,50,-0.005208868048031097,1051
absolute_loading,477,51,-0.021042319914400736,1051
absolute_loading,477,52,-0.046739852589222156,1051
absolute_loading,477,53,-0.07452123710424938,1051
absolute_loading,477,54,-0.033765042491075675,1051
absolute_loading,477,55,-0.016659712174264305,1051
absolute_loading,477,56,-0.03351422799169974,1051
absolute_loading,477,57,-0.022484000931445494,1051
absolute_loading,477,58,0.017940345759565754,1051
absolute_loading,477,59,-0.012495277751495537,1051
absolute_loading,477,60,0.05143354738609635,1051
absolute_loading,477,61,0.0026930123081269405,1051
absolute_loading,477,62,0.005530314299533828,1051
absolute_loading,477,63,0.020165225602079933,1051
absolute_loading,477,64,-0.026295740642605557,1051
absolute_loading,477,65,-0.06950153147219117,1051
absolute_loading,477,66,-0.02441023163302328,1051
absolute_loading,477,67,-0.005019990522412659,1051
absolute_loading,477,68,-0.00031588572267147,1051
absolute_loading,477,69,0.03090192112343527,1051
absolute_loading,477,70,-0.023110476365889122,1051
absolute_loading,477,71,0.00843958721236403,1051
absolute_loading,477,72,-0.0025954312044120377,1051
absolute_loading,477,73,0.027108518542921563,1051
absolute_loading,477,74,0.030390287662767437,1051
absolute_loading,477,75,-0.021156976527601092,1051
absolute_loading,477,76,0.06090795231383352,1051
absolute_loading,477,77,-0.010420550675286853,1051
absolute_loading,477,78,0.03646772044357832,1051
absolute_loading,477,79,0.018257893978321896,1051
absolute_loading,477,80,-0.03717731506777055,1051
absolute_loading,477,81,-0.003998421039205285,1051
absolute_loading,477,82,0.024607727523499278,1051
absolute_loading,477,83,0.005008982123570546,1051
absolute_loading,477,84,-0.035077971566215164,1051
absolute_loading,477,85,0.035561896559849586,1051
absolute_loading,477,86,-0.01984577899645816,1051
absolute_loading,477,87,-0.0007906115236090195,1051
absolute_loading,477,88,-0.0300567608709134,1051
absolute_loading,477,89,0.021937984667074004,1051
absolute_loading,477,90,0.03663806784642505,1051
absolute_loading,477,91,0.012746269131332644,1051
absolute_loading,477,92,-0.019264787680711045,1051
absolute_loading,477,93,-0.05004238387689076,1051
absolute_loading,477,94,-0.05991301546948293,1051
absolute_loading,477,95,0.0344356993183337,1051
absolute_loading,477,96,-0.02186422218366775,1051
absolute_loading,477,97,0.012977731621656186,1051
absolute_loading,477,98,0.00019697273904934582,1051
absolute_loading,477,99,-0.040657301128342475,1051
absolute_loading,477,100,0.0025441393846347303,1051
absolute_loading,477,101,0.020366575709467805,1051
absolute_loading,477,102,0.021117303710657717,1051
absolute_loading,477,103,-0.0036774292731681824,1051
absolute_loading,477,104,-0.05301379960620018,1051
absolute_loading,477,105,0.026749198162849222,1051
absolute_loading,477,106,0.01327724758137707,1051
absolute_loading,477,107,-0.0016403475311525945,1051
absolute_loading,477,108,0.0056559781685594085,1051
absolute_loading,477,109,0.00982891183928189,1051
absolute_loading,477,110,-0.028125882633752586,1051
absolute_loading,477,111,0.04716345831021111,1051
absolute_loading,477,112,0.037699966750450245,1051
absolute_loading,477,113,0.02060231047274861,1051
absolute_loading,477,114,0.02408195004780825,1051
absolute_loading,477,115,-0.047023747240407726,1051
absolute_loading,477,116,0.0015166555557643783,1051
absolute_loading,477,117,-0.05537382235336088,1051
absolute_loading,477,118,0.039823685823557005,1051
absolute_loading,477,119,-0.025793195465836083,1051
absolute_loading,477,120,0.02033037250613753,1051
absolute_loading,477,121,0.008417226736352116,1051
absolute_loading,477,122,-0.04761038601128959,1051
absolute_loading,477,123,-0.00925177575579455,1051
absolute_loading,477,124,0.009339744232234692,1051
absolute_loading,477,125,0.01884111631925985,1051
absolute_loading,477,126,-0.001560048375100309,1051
absolute_loading,477,127,0.053516026004316465,1051
absolute_loading,477,128,0.00694764152515017,1051
absolute_loading,477,129,0.03362992474875564,1051
absolute_loading,477,130,0.07845333992187264,1051
absolute_loading,477,131,-0.04532668836706613,1051
absolute_loading,477,132,0.0022789176210465567,1051
absolute_loading,477,133,0.007328180632405964,1051
absolute_loading,477,134,0.025007863257536886,1051
absolute_loading,477,135,-0.05855452232079041,1051
absolute_loading,477,136,-0.04058909006294066,1051
absolute_loading,477,137,-0.04922066702798969,1051
absolute_loading,477,138,-0.002377456568537164,1051
absolute_loading,477,139,0.012767167957973726,1051
absolute_loading,477,140,0.028410823124034576,1051
absolute_loading,477,141,-0.006116628411962249,1051
absolute_loading,477,142,-0.06501430594083135,1051
absolute_loading,477,143,-0.044266479263121765,1051
absolute_loading,477,144,-0.023531584747647938,1051
absolute_loading,477,145,0.060381311391458706,1051
absolute_loading,477,146,-0.02812103517598957,1051
absolute_loading,477,147,-0.012656945763102955,1051
absolute_loading,477,148,0.014138649862436457,1051
absolute_loading,477,149,-0.027100773671458588,1051
absolute_loading,477,150,0.0008342111457530191,1051
absolute_loading,477,151,0.006186382203875928,1051
absolute_loading,477,152,0.0019234507097676242,1051
absolute_loading,477,153,0.04105175719971744,1051
absolute_loading,477,154,0.0021786939756249513,1051
absolute_loading,477,155,0.03483015260022318,1051
absolute_loading,477,156,-0.04386615748917195,1051
absolute_loading,477,157,0.0004811278252903188,1051
absolute_loading,477,158,-0.011378766579242049,1051
absolute_loading,477,159,0.0401082858090365,1051
absolute_loading,477,160,-0.034521913601442196,1051
absolute_loading,477,161,0.07143023258096444,1051
absolute_loading,477,162,0.05637249835338949,1051
absolute_loading,477,163,-0.04634434283779567,1051
absolute_loading,477,164,-0.021449341928953997,1051
absolute_loading,477,165,0.014776799773330147,1051
absolute_loading,477,166,0.020467337484844427,1051
absolute_loading,477,167,0.004540380915520118,1051
absolute_loading,477,168,0.033640985654457875,1051
absolute_loading,477,169,-0.00801542508181823,1051
absolute_loading,477,170,0.05740864217004418,1051
absolute_loading,477,171,-0.027082097833055565,1051
absolute_loading,477,172,0.002675465257266014,1051
absolute_loading,477,173,-0.023615517077561786,1051
absolute_loading,477,174,-0.012224750841775383,1051
absolute_loading,477,175,0.02146795659434422,1051
absolute_loading,477,176,-0.0197181180167603,1051
absolute_loading,477,177,-0.04369818451037537,1051
absolute_loading,477,178,0.03354012940405531,1051
absolute_loading,477,179,0.023432510771733396,1051
absolute_loading,477,180,0.05864053388955537,1051
absolute_loading,477,181,0.02136530457191567,1051
absolute_loading,477,182,-0.003046101973833281,1051
absolute_loading,477,183,0.025124856415487843,1051
absolute_loading,477,184,-0.014853754348241715,1051
absolute_loading,477,185,0.040812405031226566,1051
absolute_loading,477,186,-0.008741580886646116,1051
absolute_loading,477,187,0.010209219269006637,1051
absolute_loading,477,188,-0.039234236701561544,1051
absolute_loading,477,189,0.04385392222861055,1051
absolute_loading,477,190,0.016690423908391913,1051
absolute_loading,477,191,0.005441948768629836,1051
absolute_loading,477,192,0.046063616024736936,1051
absolute_loading,477,193,0.004955897836828606,1051
absolute_loading,477,194,0.011138171673856202,1051
absolute_loading,477,195,0.020877533530397778,1051
absolute_loading,477,196,0.02002170377125813,1051
absolute_loading,477,197,0.05423365275446075,1051
absolute_loading,477,198,-0.007825411650313883,1051
absolute_loading,477,199,-0.015096939069530352,1051
absolute_loading,477,200,-0.011864461850123388,1051
absolute_loading,477,201,0.017322732944086358,1051
absolute_loading,477,202,-0.015510642935137492,1051
absolute_loading,477,203,-0.034907880964992914,1051
absolute_loading,477,204,-0.02413613078016078,1051
absolute_loading,477,205,0.053590121699364834,1051
absolute_loading,477,206,-0.000016763843812005565,1051
absolute_loading,477,207,0.0026981154734955427,1051
absolute_loading,477,208,0.04919782063328601,1051
absolute_loading,477,209,0.041597157806071976,1051
absolute_loading,477,210,-0.017745767039667234,1051
absolute_loading,477,211,-0.06553388728968883,1051
absolute_loading,477,212,0.001102741868465743,1051
absolute_loading,477,213,-0.028732409434696227,1051
absolute_loading,477,214,-0.05289099610900421,1051
absolute_loading,477,215,0.024250234738111217,1051
absolute_loading,477,216,-0.030027975427231776,1051
absolute_loading,477,217,0.035797231779166064,1051
absolute_loading,477,218,0.03199933509341404,1051
absolute_loading,477,219,0.007648910033389683,1051
absolute_loading,477,220,0.02500092915789841,1051
absolute_loading,477,221,-0.007849834089016282,1051
absolute_loading,477,222,-0.013113212281162715,1051
absolute_loading,477,223,-0.05055993933239497,1051
absolute_loading,477,224,0.014749946964357587,1051
absolute_loading,477,225,-0.025338529474052497,1051
absolute_loading,477,226,0.042903359731340934,1051
absolute_loading,477,227,-0.014110814598405507,1051
absolute_loading,477,228,0.002234699654344674,1051
absolute_loading,477,229,-0.04336444783240922,1051
absolute_loading,477,230,0.022711658845816832,1051
absolute_loading,477,231,-0.00019805350147469237,1051
absolute_loading,477,232,-0.012669782346321117,1051
absolute_loading,477,233,-0.010539652812610843,1051
absolute_loading,477,234,-0.014544403847979857,1051
absolute_loading,477,235,0.05043420560604767,1051
absolute_loading,477,236,-0.017019898810351083,1051
absolute_loading,477,237,-0.008582204381114433,1051
absolute_loading,477,238,0.001275455563196975,1051
absolute_loading,477,239,-0.008920836897271127,1051
absolute_loading,477,240,-0.0013002542536811733,1051
absolute_loading,477,241,-0.009675800414658304,1051
absolute_loading,477,242,0.012497196309655406,1051
absolute_loading,477,243,0.016726753421608235,1051
absolute_loading,477,244,-0.023395863683025587,1051
absolute_loading,477,245,-0.004265538809747404,1051
absolute_loading,477,246,0.04274570086596325,1051
absolute_loading,477,247,0.04830994881612525,1051
absolute_loading,477,248,-0.026844579095874257,1051
absolute_loading,477,249,0.04064586694262106,1051
absolute_loading,477,250,-0.029875971100690357,1051
absolute_loading,477,251,-0.005494176477183623,1051
absolute_loading,477,252,-0.040995122516173904,1051
absolute_loading,477,253,-0.01333413070396845,1051
absolute_loading,477,254,0.02743049537464652,1051
absolute_loading,477,255,0.030510868861586937,1051
absolute_loading,477,256,-0.006600946798023793,1051
absolute_loading,477,257,-0.03419963239732343,1051
absolute_loading,477,258,-0.047730544852371624,1051
absolute_loading,477,259,0.015411675265783282,1051
absolute_loading,477,260,0.07638245749253747,1051
absolute_loading,477,261,0.05355911433058485,1051
absolute_loading,477,262,0.05913919631195175,1051
absolute_loading,477,263,-0.0036038589594842223,1051
absolute_loading,477,264,0.039983315418379364,1051
absolute_loading,477,265,0.005525147763124395,1051
absolute_loading,477,266,-0.0301365778371856,1051
absolute_loading,477,267,0.04245671261495748,1051
absolute_loading,477,268,-0.01069564772343634,1051
absolute_loading,477,269,-0.03498036260388844,1051
absolute_loading,477,270,-0.05652037544895138,1051
absolute_loading,477,271,-0.03949847653477569,1051
absolute_loading,477,272,-0.0071372643862504335,1051
absolute_loading,477,273,-0.04940250408439897,1051
absolute_loading,477,274,0.03607781534437479,1051
