dandiset_id,dandiset_version,dandiset_doi,manifest_url,retrieved_at_utc,asset_id,path,content_size_bytes,dandi_etag,sha256,encoding_format,date_modified,date_published,s3_url,asset_kind,subject_id,session_start_time,recording_day,sex,genotype,species,age,n_probes,_nwb_path,ecephys_session_id,behavior_session_id,date_of_acquisition,session_number,companion_sex,companion_genotype,project_code,age_in_days,companion_unit_count,companion_channel_count,novel_image_id,has_lfp,companion_session_metadata_source,n_expected_subject_lfp_assets,n_subject_lfp_assets,subject_lfp_count_agrees,subject_lfp_availability_agrees,behavior_block,block_order,is_primary_gating_block,response_probability,n_responses,n_go_trials,false_alarm_probability,n_false_alarms,n_catch_trials,dprime,is_technically_valid,is_good_session
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,558cdfa4-9d62-4b9d-a6dd-1366aaf603e9,sub-615564/sub-615564_ses-20220817T213756.nwb,1761302493,70a2dccc4a7a808c29b6853ee203c22c-27,8c13658d553116465127724a549c96768dfb2f22f6f372b343710bc1fe553d59,application/x-nwb,2024-06-08T00:02:41.325907-07:00,2026-08-25T22:33:01.381799+00:00,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,session_nwb,615564,2022-08-17T21:37:56.496000Z,EPHYS_3,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P234D,6,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,1199249150,1199279085,2022-08-17 14:37:56.496000,3,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating,234,2074,1536,im005_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_1,1,true,0.5897435897435898,23,39,0.21739130434782608,5,23,0.962712756859087,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,558cdfa4-9d62-4b9d-a6dd-1366aaf603e9,sub-615564/sub-615564_ses-20220817T213756.nwb,1761302493,70a2dccc4a7a808c29b6853ee203c22c-27,8c13658d553116465127724a549c96768dfb2f22f6f372b343710bc1fe553d59,application/x-nwb,2024-06-08T00:02:41.325907-07:00,2026-08-25T22:33:01.381799+00:00,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,session_nwb,615564,2022-08-17T21:37:56.496000Z,EPHYS_3,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P234D,6,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,1199249150,1199279085,2022-08-17 14:37:56.496000,3,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating,234,2074,1536,im005_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,no_reward_late,2,true,0.0,0,38,0.09090909090909091,2,22,-0.9981112732922319,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,558cdfa4-9d62-4b9d-a6dd-1366aaf603e9,sub-615564/sub-615564_ses-20220817T213756.nwb,1761302493,70a2dccc4a7a808c29b6853ee203c22c-27,8c13658d553116465127724a549c96768dfb2f22f6f372b343710bc1fe553d59,application/x-nwb,2024-06-08T00:02:41.325907-07:00,2026-08-25T22:33:01.381799+00:00,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,session_nwb,615564,2022-08-17T21:37:56.496000Z,EPHYS_3,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P234D,6,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,1199249150,1199279085,2022-08-17 14:37:56.496000,3,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating,234,2074,1536,im005_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_2_early,3,true,0.42857142857142855,21,49,0.06896551724137931,2,29,1.206619962319777,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,558cdfa4-9d62-4b9d-a6dd-1366aaf603e9,sub-615564/sub-615564_ses-20220817T213756.nwb,1761302493,70a2dccc4a7a808c29b6853ee203c22c-27,8c13658d553116465127724a549c96768dfb2f22f6f372b343710bc1fe553d59,application/x-nwb,2024-06-08T00:02:41.325907-07:00,2026-08-25T22:33:01.381799+00:00,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,session_nwb,615564,2022-08-17T21:37:56.496000Z,EPHYS_3,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P234D,6,https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,1199249150,1199279085,2022-08-17 14:37:56.496000,3,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating,234,2074,1536,im005_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_2_late,4,false,0.696969696969697,23,33,0.1,2,20,1.6789489596627372,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,06ca37b5-6076-4e17-bc8d-f59930ca2ee1,sub-608672/sub-608672_ses-20220503T205638.nwb,2416129303,267f6aebc5e830f26b9a250f1328f2d7-37,9f8c9254e509e6ae9093795b968e37ee6588e268bde88860985a4fed580ddcd3,application/x-nwb,2024-06-07T18:47:53.255309-07:00,2026-08-25T22:32:58.727657+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,session_nwb,608672,2022-05-03T20:56:38.592000Z,EPHYS_2,Female,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P208D,6,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,1174790219,1174826567,2022-05-03 13:56:38.592000,2,F,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,208,2449,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_1,1,true,0.7142857142857143,25,35,0.07692307692307693,1,13,1.7903890745414182,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,06ca37b5-6076-4e17-bc8d-f59930ca2ee1,sub-608672/sub-608672_ses-20220503T205638.nwb,2416129303,267f6aebc5e830f26b9a250f1328f2d7-37,9f8c9254e509e6ae9093795b968e37ee6588e268bde88860985a4fed580ddcd3,application/x-nwb,2024-06-07T18:47:53.255309-07:00,2026-08-25T22:32:58.727657+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,session_nwb,608672,2022-05-03T20:56:38.592000Z,EPHYS_2,Female,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P208D,6,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,1174790219,1174826567,2022-05-03 13:56:38.592000,2,F,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,208,2449,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,no_reward_late,2,true,0.0425531914893617,2,47,0.0,0,15,0.23775114580845247,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,06ca37b5-6076-4e17-bc8d-f59930ca2ee1,sub-608672/sub-608672_ses-20220503T205638.nwb,2416129303,267f6aebc5e830f26b9a250f1328f2d7-37,9f8c9254e509e6ae9093795b968e37ee6588e268bde88860985a4fed580ddcd3,application/x-nwb,2024-06-07T18:47:53.255309-07:00,2026-08-25T22:32:58.727657+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,session_nwb,608672,2022-05-03T20:56:38.592000Z,EPHYS_2,Female,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P208D,6,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,1174790219,1174826567,2022-05-03 13:56:38.592000,2,F,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,208,2449,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_2_early,3,true,0.5897435897435898,23,39,0.21428571428571427,3,14,0.9490320038792146,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,06ca37b5-6076-4e17-bc8d-f59930ca2ee1,sub-608672/sub-608672_ses-20220503T205638.nwb,2416129303,267f6aebc5e830f26b9a250f1328f2d7-37,9f8c9254e509e6ae9093795b968e37ee6588e268bde88860985a4fed580ddcd3,application/x-nwb,2024-06-07T18:47:53.255309-07:00,2026-08-25T22:32:58.727657+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,session_nwb,608672,2022-05-03T20:56:38.592000Z,EPHYS_2,Female,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P208D,6,https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,1174790219,1174826567,2022-05-03 13:56:38.592000,2,F,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,208,2449,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,24,24,true,true,engaged_2_late,4,false,0.5,15,30,0.2,2,10,0.7478585947633022,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,cb11969c-666a-43e1-aecd-5b97f09c8ccd,sub-614608/sub-614608_ses-20220628T211655.nwb,2674945194,e17a1eacea2dcc32232bf691b35511d8-40,59387dbad08f2932859e8168b66ad862775f74e590cf9fd7bb1c63d05df03f45,application/x-nwb,2024-06-07T21:29:46.898315-07:00,2026-08-25T22:33:00.091135+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,session_nwb,614608,2022-06-28T21:16:55.019000Z,EPHYS_2,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P194D,6,https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,1187668018,1187706525,2022-06-28 14:16:55.019000,2,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,194,2612,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,23,24,false,true,engaged_1,1,true,0.7647058823529411,39,51,0.125,2,16,1.7541972908639951,true,false
001051,0.260825.2232,10.48324/dandi.001051/0.260825.2232,https://dandiarchive.s3.amazonaws.com/dandisets/001051/0.260825.2232/assets.jsonld,2026-09-07T03:05:27.689410+00:00,cb11969c-666a-43e1-aecd-5b97f09c8ccd,sub-614608/sub-614608_ses-20220628T211655.nwb,2674945194,e17a1eacea2dcc32232bf691b35511d8-40,59387dbad08f2932859e8168b66ad862775f74e590cf9fd7bb1c63d05df03f45,application/x-nwb,2024-06-07T21:29:46.898315-07:00,2026-08-25T22:33:00.091135+00:00,https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,session_nwb,614608,2022-06-28T21:16:55.019000Z,EPHYS_2,Male,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,Mus musculus - House mouse,P194D,6,https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,1187668018,1187706525,2022-06-28 14:16:55.019000,2,M,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,DynamicGating_DEV,194,2612,2304,im114_r-1.0,true,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,23,24,false,true,no_reward_late,2,true,0.022222222222222223,1,45,0.0,0,15,0.018966838425315657,true,false
